file_id,FIA-Edit_SD35|structure_distance,FIA-Edit_SD35|psnr_unedit_part,FIA-Edit_SD35|lpips_unedit_part,FIA-Edit_SD35|mse_unedit_part,FIA-Edit_SD35|ssim_unedit_part,FIA-Edit_SD35|clip_similarity_source_image,FIA-Edit_SD35|clip_similarity_target_image,FIA-Edit_SD35|clip_similarity_target_image_edit_part
112000000000,0.01489896,24.856300354003906,0.0603175163269043,0.0032686609774827957,0.8330304026603699,27.73270606994629,25.53812026977539,26.221033096313477
112000000001,0.007536446,24.57946014404297,0.09522132575511932,0.003483803942799568,0.8343545198440552,14.6223726272583,19.071006774902344,19.02759552001953
112000000002,0.0023217525,26.7781982421875,0.013263518922030926,0.0020998104009777308,0.9615806341171265,25.98075294494629,24.97300148010254,15.056329727172852
112000000003,0.0017746582,25.46417999267578,0.030008647590875626,0.002841724781319499,0.9411353468894958,18.235580444335938,25.50448226928711,15.458841323852539
112000000004,0.01130721,22.002370834350586,0.08421812206506729,0.006306129042059183,0.8532071113586426,22.80401039123535,22.968828201293945,17.62886619567871
112000000005,0.006404697,24.98699188232422,0.05170433595776558,0.0031717633828520775,0.7995581030845642,25.791776657104492,27.01828384399414,21.544815063476562
112000000006,0.022858325,24.55898094177246,0.0499441884458065,0.0035002734512090683,0.8236494064331055,24.57429313659668,22.833457946777344,25.924652099609375
112000000007,0.005262934,24.70216941833496,0.05351109802722931,0.00338674895465374,0.8282122611999512,25.923431396484375,22.85784912109375,27.826616287231445
112000000008,0.0028088614,28.521759033203125,0.02802153304219246,0.0014054779894649982,0.944737434387207,30.61184310913086,25.99845314025879,28.38863182067871
112000000009,0.007859734,23.809154510498047,0.08123660832643509,0.004159913863986731,0.8512672781944275,18.305194854736328,22.913366317749023,19.795114517211914
113000000000,0.010010261,26.364683151245117,0.06390520185232162,0.002309572184458375,0.9020065069198608,23.28363609313965,28.344810485839844,26.738203048706055
113000000001,0.008760155,33.28908920288086,0.019642122089862823,0.00046891148667782545,0.9878292083740234,18.651569366455078,18.92542266845703,18.210552215576172
